App No.	Attorney	Case Ref	Client	Applicant name	Status
1-2007-00673	Nthung/NDung	IP/PR325	Shobayashi International Patent & Trademark Office	OHARA INC.	Withdrawn
1-2007-00662	Giang/Nthung/ND	IP/PR324	Shobayashi International Patent & Trademark Office	OHARA INC.	Withdrawn
1-2007-00632	Nguyễn Thị Mỹ Hương/ KD	IP/PR323	Haeorom International Patent & Law Offices	SUDOKWON Landfill Site Management Corp.	Registered
1-2007-00886	Nguyễn Thị Trang	IP/PR322	Spruson & Ferguson (Asia) Pte Ltd	TEIKOKU PHARMA USA, INC.	Registered
1-2007-00900	Nguyễn Hậu Sinh	IP/PR321	Spruson & Ferguson (Asia) Pte Ltd	DEBIOPHARM SA	Registered
1-2007-00804	Nthung	IP/PR320	GELE - PATENT AND TRADEMARK AGENCY	"Jan Pavlis
 Alena Pavlisova"	Withdrawn
1-2007-00502	NDung	IP/PR319	Spruson & Ferguson (Asia) Pte Ltd	Trubion Pharmaceuticals, Inc.	Withdrawn
1-2007-00706	Nthung/NDzung	IP/PR318	Phillips Ormonde Fitzpatrick	Papyrus Australia Limited	Withdrawn
2-2007-00033	Nam/ND	IP/PR317	LIBERTY Patent & Trademark Office	Hsu Hui-San	Withdrawn
1-2007-00609	Nthung	IP/PR316	IPICS CORPORATION	DENSO CORPORATION	Registered
1-2007-00566	Nguyễn Thị Trang/ND	IP/PR315	KIRARI PATENT	Sumitomo Rubber Industries, Ltd.	Registered
1-2007-00415	Nguyễn Thành Đạt/MHieu	IP/PR314	Gill Jennings & Every LLP	LITELOGIC LIMITED	Withdrawn
1-2007-00725	Giang/Đạt/ND	IP/PR313	Kraus & Weisert	ATOTECH DEUTSCHLAND GMBH	Registered
1-2007-00356	Nguyễn Thị Trang	IP/PR312	Spruson & Ferguson (Asia) Pte Ltd	The Regents of the University of California	Registered
1-2007-00307	Nguyễn Thành Đạt	IP/PR311	Pintas Consulting Group Sdn Bhd	SENTINEL ENGINEERING (M) SDN BHD	Registered
1-2007-00355	Nthung	IP/PR310	Spruson & Ferguson (Asia) Pte Ltd	EARTHRENEW IP HOLDINGS LLC	Withdrawn
1-2007-00357	Nguyễn Thị Trang	IP/PR309	Spruson & Ferguson (Asia) Pte Ltd	EARTHRENEW IP HOLDINGS LLC	Withdrawn
1-2005-00967	NDung	IP/PR308	Lian & Lien IP Attorneys	JIAN, Guang	Registered
1-2007-00329	Nam	IP/PR307	Long River International Patent, Trademark and Law Office	Ellison Yang	Registered
1-2007-00243	Nguyễn Thành Đạt	IP/PR306	Spruson & Ferguson (Asia) Pte Ltd	Knowles Electronics, LLC	Registered
1-2007-00244	Nguyễn Thị Trang	IP/PR305	S. MAJUMDAR & CO.	EKEROTH, Lars	Withdrawn
1-2007-00084	Nguyễn Thị Trang	IP/PR304	Han Duc Viet; Tatsutoshi Komatsu; Kenji Hotta	"Han Duc Viet
 Tatsutoshi Komatsu
 Kenji Hotta"	Withdrawn
1-2007-00124	Nguyễn Thị Trang	IP/PR303	Ablett & Stebbing	Sensitivity Limited	Withdrawn
1-2007-00157	Nam/ND	IP/PR302	Osha Bergman Watanabe & Burton LLP	CHICAGO BRIDGE & IRON COMPANY	Withdrawn
2-2008-00084	Nthung	IP/PR301	CHEN Yiqing	CHEN Yiqing	Registered
1-2007-00039	Nguyễn Thị Trang	IP/PR300	Spruson & Ferguson (Asia) Pte Ltd	THE OHIO STATE UNIVERSITY RESEARCH FOUNDATION	Withdrawn
1-2007-00210	nthung	IP/PR299	Spruson & Ferguson (Asia) Pte Ltd	UNITED PHOSPHORUS, LTD.	Withdrawn
1-2006-02169	Ngô Thị Phương Hoa/Thị Trang/KD	IP/PR298	YOU ME PATENT & LAW FIRM	LG Household & Health Care Ltd.	Abandoned
1-2006-02166	Nam	IP/PR297	Long River International Patent, Trademark and Law Office	Agriculture and Food Agency, Council of Agriculture, Executive Yuan	Withdrawn
1-2007-00198	Hang	IP/PR296	Spruson & Ferguson (Asia) Pte Ltd	NYCOMED DANMARK APS	Withdrawn
1-2006-02058	Nguyễn Thành Đạt	IP/PR295	Spruson & Ferguson (Asia) Pte Ltd	Rolls-Royce Naval Marine, Inc.	Registered
1-2006-02047	Nthung	IP/PR294	Shusaku Yamamoto	Panasonic Corporation	Registered
1-2007-00075	Nguyễn Thành Đạt	IP/PR293	Spruson & Ferguson (Asia) Pte Ltd	KNOWLES IPC (M) SDN. BHD. 	Registered
1-2006-02097	Nguyễn Thị Trang	IP/PR292	Spruson & Ferguson (Asia) Pte Ltd	AL-S Technology BV	Registered
1-2006-02090	nthung/ KD	IP/PR291	Wray & Associates	ALCOA OF AUSTRALIA LIMITED	Registered
PT30/07	Nguyễn Thị Trang	IP/PR290	Finnegan, Henderson, Farabow, Garrett & Dunner, L.L.P	Seldon Laboratories, LLC	Withdrawn
1-2006-02046	Nthung	IP/PR289	Shusaku Yamamoto	Panasonic Corporation	Registered
1-2006-02057	Nthung	IP/PR288	KING & SPALDING LLP	VP HOLDING, LLC	Registered
1-2007-00030	Nguyễn Hậu Sinh	IP/PR287	Spruson & Ferguson (Asia) Pte Ltd	AFFIVAL	Registered
1-2006-02098	Nam	IP/PR286	IPICS CORPORATION	DENSO CORPORATION	Registered
1-2006-02114	Nguyễn Thành Đạt	IP/PR285	Kilpatrick Townsend & Stockton LLP	"BAXTER INTERNATIONAL INC.
 BAXTER HEALTHCARE S.A."	Registered
1-2006-01952	Nguyễn Thị Trang/ND	IP/PR284	ALBEMARLE CORPORATION	Albemarle Corporation	Withdrawn
1-2006-01915	Nthung/ND	IP/PR283	ALBEMARLE CORPORATION	Albemarle Corporation	Withdrawn
		IP/PR282	Nguyễn Thành Long		Abandoned
1-2006-01896	Trần Ngọc Quang	IP/PR281	Spruson & Ferguson (Asia) Pte Ltd	Weike (s) Pte. Ltd.	Registered
1-2006-02048	Nthung	IP/PR280	Hiroe and Associates	MARUYAMA KOUGYO KABUSHIKIKAISHA	Withdrawn
1-2006-01803	Nam	IP/PR279 (PF71 new)	BG Bowman Gilfillan	SEYMOUR, Lindsey, Brenda	Registered
1-2006-01781	Nguyễn Thị Trang	IP/PR278	Spruson & Ferguson (Asia) Pte Ltd	Caldwell Galer, Inc.	Withdrawn
1-2006-01976	Nguyễn Thị Trang/MHi	IP/PR277	S. Majumdar & Co.	Lupin Limited	Registered
1-2006-01809	Nthung/ND	IP/PR276	ALBEMARLE CORPORATION	Albemarle Corporation	Withdrawn
1-2006-01779	Nguyễn Thị Trang/ND	IP/PR275	Kraus & Weisert	Chiesi Farmaceutici S.p.A.	Withdrawn
1-2006-01616	Trang/Nam	IP/PR274/H	UIP International Patent & Law Firm	Morris Corporation	Registered
1-2006-02031	Nguyễn Thị Trang	IP/PR273	Spruson & Ferguson (Asia) Pte Ltd	The Regents of the University of California	Registered
1-2006-01816	nthung	IP/PR272	Inspicos A/S	DENTOFIT A/S	Withdrawn
1-2006-01601	Nguyễn Thị Trang	IP/PR271	PHIL & ONZI Int'l Patent & Law Firm	LG Household & Health Care Ltd.	Registered
2-2006-00168	Nam	IP/PR270/H	Công ty Cổ phần Nhựa Sài Gòn	Công Ty Cổ Phần Nhựa Sài Gòn	Withdrawn
1-2006-01516	nthung	IP/PR269	Velement IP Ltd.	King Steel Machinery Co., Ltd.	Registered
1-2006-01780	Hang	IP/PR268	Inspicos A/S	TOPOTARGET A/S	Withdrawn
1-2006-01641	Nguyễn Thị Trang	IP/PR267	Sun Pharma Advanced Research Company (SPARC)	Sun Pharmaceutical Industries Limited (IN)	Registered
1-2006-01593	Hang	IP/PR266	Shiga International Patent Office	"SANKYO LIFETECH CO., LTD.
 Tsukishima Kikai Co., Ltd."	Withdrawn
1-2006-01607	nthung	IP/PR265	Pintas Consulting Group Sdn Bhd	CHEE Ah Mee	Registered
1-2006-01558	Nguyễn Thị Trang	IP/PR264	Spruson & Ferguson (Asia) Pte Ltd	Knowles Electronics, LLC	Withdrawn
1-2006-01532	Nguyễn Thị Thu Hiền/Ngọc Quang/Nguyễn Thị Trang/KD	IP/PR263	Neo International Patent & Law Firm	DUZON DASS Co., Ltd.	Refused
1-2006-01506	Nguyễn Thành Đạt	IP/PR262	IPICS CORPORATION	DENSO CORPORATION	Registered
2-2006-00157	nthung/ND	IP/PR261	LIBERTY Patent & Trademark Office	"Cen, Lie Fang
 Cen, Zhi Yong"	Withdrawn
1-2006-01305	Hang/ND	IP/PR260	ALBEMARLE CORPORATION	Albemarle Corporation	Withdrawn
1-2006-01303	MHieu/ND	IP/PR259	McGlinchey Stafford, PLLC	Albemarle Corporation	Withdrawn
1-2006-01304	Nguyễn Thị Trang/ND	IP/PR258	McGlinchey Stafford, PLLC	Albemarle Corporation	Withdrawn
1-2006-01478	nthung	IP/PR257	Spruson & Ferguson (Asia) Pte Ltd	Teijin Limited	Registered
1-2006-01334	Nguyễn Hậu Sinh	IP/PR256	Pintas Consulting Group Sdn Bhd	PRIMA REVENUE SDN BHD	Registered
1-2006-01517	NDung/ND	IP/PR255	Kraus & Weisert	Chiesi Farmaceutici S.p.A.	Withdrawn
1-2006-01335	Nguyễn Thị Trang	IP/PR254	Spruson & Ferguson (Asia) Pte Ltd	Knowles Electronics, LLC	Registered
1-2006-01212	Hang	IP/PR253	Spruson & Ferguson (Asia) Pte Ltd	FOURNIER LABORATORIES IRELAND LIMITED	Withdrawn
2-2006-00141	Nguyễn Thành Đạt/ND	IP/PR252	LIBERTY Patent & Trademark Office	Chung Min Linerbags (Hui Zhou) Ltd.	Withdrawn
2-2006-00140	Nguyễn Thành Đạt/ND	IP/PR251	LIBERTY Patent & Trademark Office	Chung Min Linerbags (Hui Zhou) Ltd.	Withdrawn
2-2006-00139	Nguyễn Thành ĐạtND	IP/PR250	LIBERTY Patent & Trademark Office	Chung Min Linerbags (Hui Zhou) Ltd.	Withdrawn
1-2006-01427	NDung	IP/PR249	WisePlus IP Firm	NIPPON SHOKUBAI CO. LTD.	Withdrawn
1-2006-01234	Nguyễn Thị Trang	IP/PR248	Spruson & Ferguson (Asia) Pte Ltd	Kirin Beer Kabushiki Kaisha	Withdrawn
1-2006-01418	Hang	IP/PR247	S. MAJUMDAR & CO.	Alembic Limited	Withdrawn
1-2006-01136	Nguyễn Thị Trang/ND	IP/PR246	ALBEMARLE CORPORATION	Albemarle Corporation	Withdrawn
1-2006-01059	Nguyễn Thành Đạt/ND	IP/PR245	Kraus & Weisert	ATOTECH DEUTSCHLAND GMBH	Registered
1-2006-01002	Nguyễn Thị Trang	IP/PR244	PINTAS CONSULTING GROUP SDN BHD	NI HSIN CORPORATION SDN BHD	Registered
1-2006-01135	nthung	IP/PR243	Spruson & Ferguson (Asia) Pte Ltd	Knowles Electronics, LLC	Registered
1-2006-01034	Nguyễn Thị Thu Hiền	IP/PR242	Spruson & Ferguson (Asia) Pte Ltd	LifeCycle Pharma A/S	Withdrawn
1-2006-00967	NDung/Trang	IP/PR241	Spruson & Ferguson (Asia) Pte Ltd	Vasogen Ireland Limited	Withdrawn
1-2007-00031	nthung	IP/PR240	The Marbury Law Group, PLLC	ALLOMET CORPORATION	Registered
1-2006-00988	Nguyễn Thị Trang	IP/PR239	Spruson & Ferguson (Asia) Pte Ltd	Vasogen Ireland Limited	Withdrawn
1-2006-00894	Nguyễn Thị Trang-ND	IP/PR238	Spruson & Ferguson (Asia) Pte Ltd	"Kabushiki  Kaisha Toyota Chuo Kenkyusho
 Toyota Jidosha Kabushiki Kaisha"	Registered
1-2006-00815	Nguyễn Hậu Sinh	IP/PR237	ALBEMARLE CORPORATION	Albemarle Corporation	Registered
1-2006-00872	Nguyễn Thành Đạt/MHieu	IP/PR236	Brookes Batchellor LLP	Demole, Frederic, Jean-Pierre	Withdrawn
1-2006-00697	NDung/Linh	IP/PR235	Metropolis Int'l Patent & Trademark Office	Jia Jiu Enterprise Co., Ltd.	Withdrawn
1-2006-00842	NDung	IP/PR234	Spruson & Ferguson (Asia) Pte Ltd	Aegera Therapeutics, Inc	Withdrawn
1-2006-00833	Nguyễn Thành Đạt	IP/PR233	Velement IP Ltd.	King Steel Machinery Co., Ltd.	Registered
1-2006-00775	Nguyễn Thị Thu	IP/PR232	Kraus & Weisert	ATOTECH DEUTSCHLAND GMBH	Registered
1-2006-00841	Nguyễn Thị Trang	IP/PR231	Han Young Patent & Trademark Law Firm	"KOREA INSTITUTE OF CONSTRUCTION TECHNOLOGY
 SHINSUNG ENGINEERING & CONSTRUCTION CO., LTD
 KOREA BRIDGE LABORATORY CO., LTD"	Withdrawn
1-2006-00873	Nguyễn Thành Đạt	IP/PR230	Adastra IP (M) Sdn Bhd	Makco Components & Services Sdn Bhd	Withdrawn
1-2006-00536	Nguyễn Thị Trang	IP/PR229	Spruson & Ferguson (Asia) Pte Ltd	Societe BIC	Withdrawn
1-2006-00642	Nguyễn Hậu Sinh	IP/PR228	Spruson & Ferguson (Asia) Pte Ltd	UNITED PHOSPHORUS, LTD.	Registered
1-2006-00692	Nguyễn Thị Trang	IP/PR227	DCC Advanz Malaysia Sdn Bhd	Mardec Bhd	Withdrawn
1-2006-00698	Nguyễn Thị Trang/ Hi	IP/PR226	Inspicos A/S	Hempel A/S	Registered
1-2006-00641	Hang	IP/PR225	S. MAJUMDAR & CO.	Lupin limited	Withdrawn
2-2006-00059	Nguyễn Thành Đạt	IP/PR224/H	Công ty Cổ phần Nhựa Sài Gòn	Công Ty Cổ Phần Nhựa Sài Gòn	Withdrawn
1-2006-00746	Nguyễn Thị Trang	IP/PR223	Spruson & Ferguson (Asia) Pte Ltd	Knowles Electronics, LLC	Withdrawn
1-2006-00567	nthung	IP/PR222	DCC Advanz Malaysia Sdn Bhd	"B.C. SEKHAR SDN BHD
 NAIR, Sushil, Sukumaran"	Withdrawn
1-2006-00512	Nguyễn Thị Trang	IP/PR221	Spruson & Ferguson (Asia) Pte Ltd	United Phosphorus, Ltd.	Withdrawn
1-2006-00428	Nguyễn Hậu Sinh	IP/PR220	Sun Pharmaceutical Industries Ltd	Sun Pharma Advanced Research Company (SPARC)	Registered
1-2006-00341	nthung	IP/PR219	Spruson & Ferguson (Asia) Pte Ltd	Landmark Graphics Corporation	Withdrawn
1-2006-00257	MHieu	IP/PR218/H	Công ty sản xuất kinh doanh vật tư và thuốc thú y (Vemedim)	Công ty sản xuất kinh doanh vật tư và thuốc thú y (Vemedim)	Withdrawn
1-2006-00294	Hang	IP/PR217	Spruson & Ferguson (Asia) Pte Ltd	Trubion Pharmaceuticals, Inc.	Withdrawn
1-2006-00310	Nam	IP/PR216	Spruson & Ferguson (Asia) Pte Ltd	Landmark Graphics Corporation	Registered
1-2006-00268	Nguyễn Thị Trang/ Hi	IP/PR215	Spruson & Ferguson (Asia) Pte Ltd	Vasogen Ireland Limited	Withdrawn
1-2006-00348	Hang	IP/PR214	Spruson & Ferguson (Asia) Pte Ltd	ViRexx  Medical Corp.	Withdrawn
1-2006-00326	Nguyen Thu Trang/ND	IP/PR213	Kraus & Weisert	ATOTECH DEUTSCHLAND GMBH	Registered
1-2006-00235	Nguyễn Hậu Sinh	IP/PR212	PHIL & ONZI Int'l Patent & Law Firm	"LS Cable Ltd.
 LS Industrial Systems Co., Ltd."	Registered
1-2006-00233	nthung	IP/PR211	DCC Advanz Malaysia Sdn Bhd	"B.C. SEKHAR SDN BHD
 NAIR, Sushil, Sukumaran"	Withdrawn
1-2006-00232	nthung	IP/PR210	DCC Advanz Malaysia Sdn Bhd	"B.C. SEKHAR SDN BHD
 NAIR, Sushil, Sukumaran"	Withdrawn
1-2006-00325	Nguyễn Thị Trang	IP/PR209	KhattarWong	The Expanded Metal Group Pte Ltd	Withdrawn
1-2006-00150	Nguyễn Thị Trang	IP/PR208	Shobayashi International Patent & Trademark Office	TPiCS Systems Inc.	Withdrawn
1-2006-00206	Nguyễn Hậu Sinh	IP/PR207	WisePlus IP Firm	Gunze Limited	Registered
2-2006-00025	Trần Ngọc Quang	IP/PR206	Công ty TNHH Công Nghiệp Thăng Xuyên Việt Nam	Công ty TNHH Công nghiệp Thăng Xuyên Việt Nam	Withdrawn
1-2006-00058	nthung	IP/PR205	PHIL & ONZI Int'l Patent & Law Firm	"1. LS CABLE LTD.
 2. LS INDUSTRIAL SYSTEMS CO., LTD"	Withdrawn
1-2006-00057	nthung	IP/PR204	PHIL & ONZI Int'l Patent & Law Firm	"LS Cable Ltd.
 LS Industrial Systems Co., Ltd."	Registered
2-2005-00247	nthung	IP/PR203/H	Công ty Cổ phần Nhựa Sài Gòn	Công Ty Cổ Phần Nhựa Sài Gòn	Registered
2-2005-00241	Nam/ND	IP/PR202	LIBERTY Patent & Trademark Office	Chin, Chih-Hsiung	Registered
1-2006-00309	Nguyễn Thị Trang/Hie	IP/PR201	Aurora Patent Attorneys	Kureha Corporation	Registered
2-2005-00248	nthung	IP/PR200/H	Công ty Cổ phần Nhựa Sài Gòn	Công Ty Cổ Phần Nhựa Sài Gòn	Registered
2-2009-00123	Hieu/H	IP/PR199/H	Đại học Y Dược TP Hồ Chí Minh	Lê Văn Lăng	Registered
1-2006-00120	Nguyễn Hậu Sinh	IP/PR198	WilmerHale	TELOMERASE ACTIVATION SCIENCES, INC. 	Registered
1-2005-01823	Nam	IP/PR197	Spruson & Ferguson (Asia) Pte Ltd	Demole, Frederic, Jean-Pierre	Withdrawn
1-2005-01900	Hang	IP/PR196		De Nora Elettrodi S.p.A.	Registered
1-2005-01822	Nguyễn Thị Trang	IP/PR195	Spruson & Ferguson (Asia) Pte Ltd	Knowles Electronics, LLC	Registered
1-2005-01821	nthung	IP/PR194	Spruson & Ferguson (Asia) Pte Ltd	Knowles Electronics, LLC	Registered
1-2006-00005	Nguyễn Thị Trang/ND	IP/PR193	Kraus & Weisert	ATOTECH DEUTSCHLAND GMBH	Registered
1-2005-01661	Nguyễn Hậu Sinh	IP/PR192	Patent & Information Business Co., Ltd	"Hanbon Industries Co., Ltd.
 Bae, Jang-Ho"	Registered
1-2005-01741	Hang	IP/PR191	Spruson & Ferguson (Asia) Pte Ltd	Knowles Electronics, LLC (US)	Withdrawn
1-2005-01740	Nguyễn Hậu Sinh	IP/PR190	Spruson & Ferguson (Asia) Pte Ltd	Knowles Electronics, LLC	Registered
1-2005-01739	Nam	IP/PR189	Spruson & Ferguson (Asia) Pte Ltd	Knowles Electronics, LLC	Registered
1-2005-01592	Nguyễn Hậu Sinh	IP/PR188	Velement IP Ltd.	King Steel Machinery Co., Ltd.	Registered
1-2005-01660	Nam	IP/PR187	Spruson & Ferguson (Asia) Pte Ltd	Nichirei Corporation	Registered
1-2005-01471	Nam	IP/PR186/H	Ông Lê Ngọc Khánh	Lê Ngọc Khánh	Withdrawn
1-2005-01461	nam	IP/PR185	WisePlus IP Firm	Sekisui Chemical Co., Ltd	Withdrawn
1-2005-01472	Nguyễn Hậu Sinh	IP/PR184	Spruson & Ferguson (Asia) Pte Ltd	Laboratoires Fournier S.A.	Registered
1-2005-01444	Nam	IP/PR183	Tilleke & Gibbins Consultants Limited (VN)	Norton Healthcare Ltd.	Withdrawn
1-2005-01443	Hang/ND	IP/PR182	Kraus & Weisert	ATOTECH DEUTSCHLAND GMBH	Withdrawn
1-2005-01412	Nam	IP/PR181	Danubia Patent & Law Office LLC	Chrisofix AG	Registered
1-2005-01211	Nam	IP/PR180	Spoor & Fisher	Greif South Africa (Proprietary) Limited	Withdrawn
1-2005-01210	Nguyễn Hậu Sinh	IP/PR179	Spruson & Ferguson (Asia) Pte Ltd	HELSINN HEALTHCARE SA	Registered
1-2005-01108	Nguyễn Hậu Sinh	IP/PR178	Spruson & Ferguson (Asia) Pte Ltd	ATHEROGENICS, INC.	Registered
1-2005-01072	Nam	IP/PR177	Spruson & Ferguson (Asia) Pte Ltd	United Phosphorus, Ltd.	Withdrawn
1-2005-01156	Nam/ND	IP/PR176	ALBEMARLE CORPORATION	Albemarle Corporation	Withdrawn
1-2005-01107	NDuong	IP/PR175	PINTAS CONSULTING GROUP SDN BHD	"KIAN JOO PACKAGING SDN BHD
 KJ CAN (SINGAPORE) PTE LTD"	Registered
1-2005-01015	Hang	IP/PR174	Seshin Patent & Law Firm	"KANG, Yun-Kee
 KANG, Hoon-Kee"	Withdrawn
1-2005-01016	Nam	IP/PR173	Spruson & Ferguson (Asia) Pte Ltd	Studio Moderna SA.	Registered
1-2005-00933	Nam	IP/PR172	Spruson & Ferguson (Asia) Pte Ltd	VISIONWALL CORPORATION	Registered
1-2005-00870	Nam	IP/PR171	PHIL & ONZI Int'l Patent & Law Firm	LG Household & Healthcare Co., Ltd.	Withdrawn
1-2005-00928	Nam/ND	IP/PR170	Osha Bergman Watanabe & Burton LLP	CHICAGO BRIDGE & IRON COMPANY	Registered
1-2005-00872	Hang/ND	IP/PR169	Morgan, Lewis & Bockius LLP	Solutia Inc.	Withdrawn
1-2005-00794	Nam	IP/PR168	Rolling Hammer Inc.	HA, B. Bob	Withdrawn
1-2005-00728	Nguyễn Hậu Sinh	IP/PR167	Spruson & Ferguson (Asia) Pte Ltd	FOURNIER LABORATORIES IRELAND LIMITED	Registered
1-2005-00783	Hang	IP/PR166	Spruson & Ferguson (Asia) Pte Ltd	VISIONWALL CORPORATION	Withdrawn
1-2005-00683	Hang	IP/PR165	Deacons (VN) - V&A Legal HCM	SangStat Medical Corporation	Withdrawn
1-2005-00727	Nam	IP/PR164	IPICS CORPORATION	DENSO CORPORATION	Registered
1-2005-00726	Nam	IP/PR163	IPICS CORPORATION	DENSO CORPORATION	Withdrawn
1-2005-00653	Nam	IP/PR162	China Science Patent & Trademark Agent Ltd.	Xingyun XIE	Withdrawn
1-2005-00564	Nguyễn Thành Đạt/ND	IP/PR161	Hiroe and Associates	PVC Co., Ltd.	Registered
1-2005-00551	Nam	IP/PR160	IPICS CORPORATION	DENSO CORPORATION	Registered
1-2005-00550	Nam	IP/PR159	IPICS CORPORATION	DENSO CORPORATION	Withdrawn
1-2005-00549	Nam	IP/PR158	IPICS CORPORATION	DENSO CORPORATION	Withdrawn
2-2005-00059	Nam	IP/PR157	YUSO International Patent, Trademark & Law Office	POU CHEN CORPORATION	Withdrawn
1-2005-00427	Hang	IP/PR156	S. MAJUMDAR & CO.	Lupin Limited	Withdrawn
1-2005-00418	Nguyễn Hậu Sinh	IP/PR155	Kingsound & Partners	ZHANG, Puhua	Registered
1-2005-00341	Nguyễn Hậu Sinh	IP/PR154	Tilleke & Gibbins Consultants Limited (VN)	Norton Healthcare Ltd.	Withdrawn
1-2005-00342	Nguyễn Hậu Sinh	IP/PR153	Tilleke & Gibbins Consultants Limited (VN)	Norton Healthcare Ltd.	Registered
1-2005-00343	Hang	IP/PR152	Bugnion S.p.A	ARCH COATINGS ITALIA S.P.A.	Withdrawn
1-2005-00344	Hang	IP/PR151	Tilleke & Gibbins International Ltd.	Norton Healthcare Ltd.	Withdrawn
1-2005-00327	Nam	IP/PR150	DCC Advanz Malaysia Sdn Bhd	"Lai Yip Poon
 Tham Yoke Wah"	Withdrawn
2-2005-00028	Nam	IP/PR149	Eahone International Patent & Trademark Office	Kin Hornc Hsinc Machinery Co., Ltd	Withdrawn
1-2005-00138	Nam	IP/PR148/H	Ông Trần Quốc Anh	Trần Quốc Anh	Withdrawn
1-2005-00230	Nam	IP/PR147	Kang & Kang (International Patent & Law Office)	Bulro Corp	Withdrawn
1-2005-00105	Nam	IP/PR146	Kims & Lees	STX Shipbuilding Co.,Ltd.	Registered
1-2005-00149	Nguyễn Hậu Sinh	IP/PR145	Eli Lilly and Company	LILLY ICOS LLC	Registered
1-2005-00073	Nam	IP/PR144/H	Ông Phạm Đỗ Hưng	Phạm Đỗ Hưng	Withdrawn
1-2005-00244	Hang/ND	IP/PR143	Kraus & Weisert	Chiesi Farmaceutici S.p.A.	Withdrawn
2-2005-00020	Nam	IP/PR142/H	Chi nhánh Công ty TNHH Tầm nhìn và Liên danh (Hochiminh Office)	Đỗ Vũ	Registered
1-2005-00012	Nam	IP/PR141	Joanna Bochenska	"Izabella Bogacka
 Stanislaw Lewandowski
 Stefan Kubiak Ho-Chi"	Withdrawn
1-2004-01432	Nam	IP/PR140/H	Ông Lê Minh Hải	Lê Minh Hải	Withdrawn
2-2004-00131	Nam	IP/PR139/H	Công ty TNHH FASHY Việt Nam	Nguyễn Tiến Khoa	Withdrawn
1-2004-01222	Nam	IP/PR138	IPICS CORPORATION	DENSO CORPORATION	Withdrawn
1-2004-01220	Hang	IP/PR137	De Clercq Brants & Partners c.v.	SIGMAKALON SERVICES B.V.	Withdrawn
1-2004-01219	Hang	IP/PR136	De Clercq Brants & Partners c.v.	SIGMAKALON SERVICES B.V.	Withdrawn
1-2004-01067	Nam	IP/PR135	AbrahamLow LLC	"1. Theosabrata, Yos Soetanto
 2. (List of other owner(s), please see the separate sheet)"	Withdrawn
1-2004-01279	Hang/ND	IP/PR134	Deacons (VN) - V&A Legal HCM	SangStat Medical Corporation	Withdrawn
1-2004-00893	Nam	IP/PR133	YUSO International Patent, Trademark & Law Office	POU CHEN CORPORATION	Registered
1-2004-01221	Nam	IP/PR132	Atlas Intellectual Property Consultants (AIPC)	Hydroball Technics Holdings Pte Ltd	Registered
1-2004-00929	Nam	IP/PR131	DCC Advanz Malaysia Sdn Bhd	PS Comtek Ltd.	Withdrawn
1-2004-01099	Hang/ND	IP/PR130	PFIZER INC.	Pharmacia & Upjohn Company	Withdrawn
1-2004-00794	Nguyễn Hậu Sinh	IP/PR129	Lloyd Wise	Walcom Animal Science (I.P.3) Limited	Registered
1-2004-00809	Nam	IP/PR128	Kims & Lees	HUH, Myung Ho	Withdrawn
1-2004-00923	Hang	IP/PR127	Domnern Somgiat & Boonma	MERZ PHARMA GMBH & CO. KGAA	Withdrawn
1-2004-00759	Nam	IP/PR126/H	Công ty TNHH Huỳnh Thái	Lu, Zhongxuan	Withdrawn
1-2004-00722	Hang/ND	IP/PR125	PFIZER INC.	Pharmacia & Upjohn Company	Withdrawn
1-2004-00778	Duong/nam/ND	IP/PR124	Kraus & Weisert	ATOTECH DEUTSCHLAND GMBH	Registered
2-2004-00080	Hang	IP/PR123	YUSO International Patent, Trademark & Law Office	POU CHEN CORPORATION	Withdrawn
1-2004-00702	Nam	IP/PR122	Shusaku Yamamoto	MATSUSHITA ELECTRIC INDUSTRIAL CO., LTD.	Withdrawn
1-2004-00613	Nam	IP/PR121	PINTAS CONSULTING GROUP SDN BHD	SIN SHENG KUANG (M) SDN BHD	Registered
1-2004-00551	QAnh	IP/PR120	IPICS CORPORATION	DENSO CORPORATION	Withdrawn
1-2004-00403	Hang	IP/PR119	Domnern Somgiat & Boonma	MERZ PHARMA GMBH & CO. KGAA	Withdrawn
1-2004-00483	Nam	IP/PR118	S. MAJUMDAR & CO.	"KURANI, Shashikant Prabhudas
 PATEL, Dinesh Shantilal
 PATEL, Sachin Dinesh"	Withdrawn
1-2004-00537	Nam	IP/PR117	Industrie De Nora S.p.A.	Uhdenora Technologies S.r.l.	Withdrawn
1-2004-00536	Nam	IP/PR116	Industrie De Nora S.p.A.	Uhdenora Technologies S.r.l.	Withdrawn
1-2004-00509	Nam	IP/PR115	Industrie De Nora S.p.A.	INDUSTRIE DE NORA S.p.A.	Withdrawn
1-2004-00378	Nam	IP/PR114	PINTAS CONSULTING GROUP SDN BHD	ALIF MANUFACTURING SDN. BHD.	Registered
1-2004-00180	Nam	IP/PR113	Shusaku Yamamoto	MATSUSHITA ELECTRIC INDUSTRIAL CO., LTD.	Registered
1-2004-00144	Nam	IP/PR112	A. AOKI, ISHIDA & ASSOCIATES	DENSO CORPORATION	Withdrawn
1-2004-00249	Hang	IP/PR111	Inspicos A/S	Pharmexa A/S	Withdrawn
1-2004-00026	Nam	IP/PR110	Deacons (VN) - V&A Legal HCM	SOLUTIA, INC.	Withdrawn
